#TYPE System.Management.Automation.PSCustomObject,,,
URL,Status,DateAdded,Notes
66.147.240.165,Bad,7/25/2015,
66.147.242.185,Bad,7/25/2015,
66.147.244.213,Bad,7/25/2015,
66.147.244.236,Bad,7/25/2015,
66.150.164.188,Bad,7/25/2015,
66.175.212.25,Bad,7/25/2015,
66.175.218.117,Bad,7/25/2015,
66.220.17.157,Bad,7/25/2015,
66.220.17.200,Bad,7/25/2015,
66.230.143.147,Bad,7/25/2015,
66.230.195.113,Bad,7/25/2015,
66.232.116.49,Bad,7/25/2015,
66.249.23.64,Bad,7/25/2015,
66.7.213.86,Bad,7/25/2015,
66.7.214.152,Bad,7/25/2015,
66.7.214.156,Bad,7/25/2015,
66.96.130.21,Bad,7/25/2015,
66.96.146.201,Bad,7/25/2015,
66.96.147.117,Bad,7/25/2015,
66.96.161.128,Bad,7/25/2015,
66.96.161.141,Bad,7/25/2015,
66.96.214.117,Bad,7/25/2015,
67.18.207.212,Bad,7/25/2015,
67.18.235.10,Bad,7/25/2015,
67.195.145.141,Bad,7/25/2015,
67.195.145.142,Bad,7/25/2015,
67.20.108.63,Bad,7/25/2015,
67.202.194.195,Bad,7/25/2015,
67.202.87.234,Bad,7/25/2015,
67.205.101.61,Bad,7/25/2015,
67.205.89.53,Bad,7/25/2015,
67.208.74.71,Bad,7/25/2015,
67.21.76.33,Bad,7/25/2015,
67.21.76.6,Bad,7/25/2015,
67.210.126.100,Bad,7/25/2015,
67.210.126.105,Bad,7/25/2015,
67.210.126.110,Bad,7/25/2015,
67.212.227.135,Bad,7/25/2015,
67.212.237.64,Bad,7/25/2015,
67.215.248.8,Bad,7/25/2015,
67.222.109.112,Bad,7/25/2015,
67.222.56.38,Bad,7/25/2015,
67.225.189.212,Bad,7/25/2015,
67.228.39.206,Bad,7/25/2015,
67.228.85.201,Bad,7/25/2015,
67.23.129.220,Bad,7/25/2015,
67.23.129.90,Bad,7/25/2015,
67.23.226.19,Bad,7/25/2015,
67.23.254.107,Bad,7/25/2015,
67.230.160.122,Bad,7/25/2015,
67.55.47.152,Bad,7/25/2015,
67.55.67.250,Bad,7/25/2015,
68.178.254.187,Bad,7/25/2015,
69.10.37.189,Bad,7/25/2015,
69.16.206.133,Bad,7/25/2015,
69.162.82.26,Bad,7/25/2015,
69.162.86.4,Bad,7/25/2015,
69.163.138.18,Bad,7/25/2015,
69.163.145.107,Bad,7/25/2015,
69.163.186.103,Bad,7/25/2015,
69.163.194.224,Bad,7/25/2015,
69.163.255.244,Bad,7/25/2015,
69.164.249.199,Bad,7/25/2015,
69.175.118.50,Bad,7/25/2015,
69.175.12.234,Bad,7/25/2015,
69.175.121.66,Bad,7/25/2015,
69.175.88.10,Bad,7/25/2015,
69.194.192.229,Bad,7/25/2015,
69.194.194.216,Bad,7/25/2015,
69.195.68.94,Bad,7/25/2015,
69.197.135.51,Bad,7/25/2015,
69.20.64.52,Bad,7/25/2015,
69.3.109.79,Bad,7/25/2015,
69.46.20.189,Bad,7/25/2015,
69.49.101.51,Bad,7/25/2015,
69.50.192.250,Bad,7/25/2015,
69.50.195.232,Bad,7/25/2015,
69.50.202.16,Bad,7/25/2015,
69.50.208.164,Bad,7/25/2015,
69.50.209.109,Bad,7/25/2015,
69.50.213.106,Bad,7/25/2015,
69.50.221.190,Bad,7/25/2015,
69.50.221.196,Bad,7/25/2015,
69.50.249.3,Bad,7/25/2015,
69.55.49.159,Bad,7/25/2015,
69.59.17.39,Bad,7/25/2015,
69.6.196.2,Bad,7/25/2015,
69.61.18.58,Bad,7/25/2015,
69.64.50.78,Bad,7/25/2015,
69.64.63.204,Bad,7/25/2015,
69.64.63.220,Bad,7/25/2015,
69.64.78.217,Bad,7/25/2015,
69.64.92.87,Bad,7/25/2015,
69.72.158.66,Bad,7/25/2015,
69.89.17.19,Bad,7/25/2015,
69.89.18.20,Bad,7/25/2015,
69.89.19.200,Bad,7/25/2015,
69.89.20.48,Bad,7/25/2015,
69.89.21.92,Bad,7/25/2015,
69.89.22.116,Bad,7/25/2015,
69.89.22.117,Bad,7/25/2015,
69.89.22.132,Bad,7/25/2015,
69.89.31.59,Bad,7/25/2015,
69.89.31.69,Bad,7/25/2015,
69.89.5.179,Bad,7/25/2015,
69.90.162.175,Bad,7/25/2015,
69.93.76.120,Bad,7/25/2015,
70.38.113.158,Bad,7/25/2015,
70.38.12.107,Bad,7/25/2015,
70.38.124.97,Bad,7/25/2015,
70.38.38.41,Bad,7/25/2015,
70.38.54.11,Bad,7/25/2015,
70.38.98.239,Bad,7/25/2015,
70.43.40.116,Bad,7/25/2015,
70.86.12.226,Bad,7/25/2015,
70.86.12.98,Bad,7/25/2015,
70.86.182.226,Bad,7/25/2015,
70.86.183.66,Bad,7/25/2015,
70.86.83.194,Bad,7/25/2015,
71.235.85.177,Bad,7/25/2015,
71.63.136.200,Bad,7/25/2015,
71.7.3.60,Bad,7/25/2015,
72.10.169.26,Bad,7/25/2015,
72.167.131.8,Bad,7/25/2015,
72.18.206.103,Bad,7/25/2015,
72.20.53.34,Bad,7/25/2015,
72.232.219.152,Bad,7/25/2015,
72.32.147.129,Bad,7/25/2015,
72.45.244.22,Bad,7/25/2015,
72.55.186.13,Bad,7/25/2015,
72.55.186.57,Bad,7/25/2015,
72.8.150.30,Bad,7/25/2015,
72.9.231.123,Bad,7/25/2015,
74.114.116.101,Bad,7/25/2015,
74.114.116.103,Bad,7/25/2015,
74.114.116.117,Bad,7/25/2015,
74.117.222.24,Bad,7/25/2015,
74.125.47.137,Bad,7/25/2015,
74.200.91.144,Bad,7/25/2015,
74.205.47.72,Bad,7/25/2015,
74.206.224.180,Bad,7/25/2015,
74.208.216.81,Bad,7/25/2015,
74.208.84.139,Bad,7/25/2015,
74.220.215.94,Bad,7/25/2015,
74.220.219.67,Bad,7/25/2015,
74.52.179.179,Bad,7/25/2015,
74.52.58.98,Bad,7/25/2015,
74.53.86.114,Bad,7/25/2015,
74.54.143.242,Bad,7/25/2015,
74.54.143.248,Bad,7/25/2015,
74.54.41.82,Bad,7/25/2015,
74.54.63.18,Bad,7/25/2015,
74.54.82.224,Bad,7/25/2015,
74.63.153.63,Bad,7/25/2015,
74.63.229.232,Bad,7/25/2015,
74.63.76.18,Bad,7/25/2015,
74.81.73.134,Bad,7/25/2015,
74.81.93.72,Bad,7/25/2015,
74.84.143.4,Bad,7/25/2015,
74.9.2.88,Bad,7/25/2015,
75.125.16.194,Bad,7/25/2015,
75.125.241.58,Bad,7/25/2015,
75.125.56.218,Bad,7/25/2015,
75.125.56.83,Bad,7/25/2015,
75.127.108.214,Bad,7/25/2015,
75.127.15.39,Bad,7/25/2015,
75.127.98.106,Bad,7/25/2015,
76.162.143.102,Bad,7/25/2015,
76.163.253.1,Bad,7/25/2015,
76.74.167.171,Bad,7/25/2015,
77.221.130.43,Bad,7/25/2015,
77.221.149.219,Bad,7/25/2015,
77.222.131.86,Bad,7/25/2015,
77.222.40.74,Bad,7/25/2015,
77.222.40.91,Bad,7/25/2015,
77.232.66.18,Bad,7/25/2015,
77.245.149.33,Bad,7/25/2015,
77.245.61.232,Bad,7/25/2015,
77.55.70.169,Bad,7/25/2015,
77.75.105.9,Bad,7/25/2015,
77.79.19.33,Bad,7/25/2015,
77.79.247.83,Bad,7/25/2015,
77.92.151.63,Bad,7/25/2015,
77.93.211.208,Bad,7/25/2015,
77.93.211.244,Bad,7/25/2015,
78.110.162.72,Bad,7/25/2015,
78.110.162.73,Bad,7/25/2015,
78.110.162.79,Bad,7/25/2015,
78.110.62.95,Bad,7/25/2015,
78.136.20.106,Bad,7/25/2015,
78.140.135.195,Bad,7/25/2015,
78.140.135.208,Bad,7/25/2015,
78.140.135.211,Bad,7/25/2015,
78.140.15.82,Bad,7/25/2015,
78.140.178.36,Bad,7/25/2015,
78.24.220.106,Bad,7/25/2015,
78.26.187.39,Bad,7/25/2015,
78.26.187.41,Bad,7/25/2015,
78.31.65.216,Bad,7/25/2015,
78.46.16.22,Bad,7/25/2015,
78.46.205.130,Bad,7/25/2015,
78.46.222.234,Bad,7/25/2015,
78.46.67.80,Bad,7/25/2015,
78.46.93.8,Bad,7/25/2015,
78.47.219.35,Bad,7/25/2015,
78.47.222.221,Bad,7/25/2015,
79.135.152.30,Bad,7/25/2015,
79.142.65.135,Bad,7/25/2015,
79.142.65.137,Bad,7/25/2015,
79.142.65.138,Bad,7/25/2015,
79.142.65.139,Bad,7/25/2015,
79.142.65.179,Bad,7/25/2015,
79.142.65.180,Bad,7/25/2015,
79.142.65.183,Bad,7/25/2015,
8.23.224.90,Bad,7/25/2015,
80.190.144.115,Bad,7/25/2015,
80.237.132.59,Bad,7/25/2015,
80.24.67.44,Bad,7/25/2015,
80.248.228.223,Bad,7/25/2015,
80.248.228.229,Bad,7/25/2015,
80.77.24.66,Bad,7/25/2015,
80.82.220.198,Bad,7/25/2015,
80.82.79.35,Bad,7/25/2015,
80.86.106.89,Bad,7/25/2015,
80.91.176.135,Bad,7/25/2015,
80.91.176.192,Bad,7/25/2015,
81.0.225.68,Bad,7/25/2015,
81.169.145.66,Bad,7/25/2015,
81.169.145.67,Bad,7/25/2015,
81.169.145.69,Bad,7/25/2015,
81.169.145.71,Bad,7/25/2015,
81.169.145.73,Bad,7/25/2015,
81.169.145.82,Bad,7/25/2015,
81.169.145.91,Bad,7/25/2015,
81.169.157.217,Bad,7/25/2015,
81.174.65.190,Bad,7/25/2015,
81.176.232.104,Bad,7/25/2015,
81.176.239.9,Bad,7/25/2015,
81.176.68.175,Bad,7/25/2015,
81.177.139.113,Bad,7/25/2015,
81.177.140.93,Bad,7/25/2015,
81.177.6.122,Bad,7/25/2015,
81.2.194.138,Bad,7/25/2015,
81.2.195.176,Bad,7/25/2015,
81.2.200.162,Bad,7/25/2015,
81.20.97.13,Bad,7/25/2015,
81.31.145.112,Bad,7/25/2015,
81.31.145.121,Bad,7/25/2015,
81.88.48.113,Bad,7/25/2015,
81.88.48.97,Bad,7/25/2015,
81.91.82.35,Bad,7/25/2015,
82.113.204.228,Bad,7/25/2015,
82.145.57.3,Bad,7/25/2015,
82.146.40.169,Bad,7/25/2015,
82.146.40.170,Bad,7/25/2015,
82.146.45.159,Bad,7/25/2015,
82.146.45.84,Bad,7/25/2015,
82.146.47.238,Bad,7/25/2015,
82.146.49.9,Bad,7/25/2015,
82.197.146.30,Bad,7/25/2015,
82.201.35.6,Bad,7/25/2015,
83.125.22.186,Bad,7/25/2015,
83.133.122.54,Bad,7/25/2015,
83.133.125.178,Bad,7/25/2015,
83.137.194.13,Bad,7/25/2015,
83.139.194.168,Bad,7/25/2015,
83.140.109.192,Bad,7/25/2015,
83.140.249.241,Bad,7/25/2015,
83.142.47.61,Bad,7/25/2015,
83.166.168.140,Bad,7/25/2015,
83.172.140.27,Bad,7/25/2015,
83.245.63.180,Bad,7/25/2015,
83.245.63.229,Bad,7/25/2015,
83.69.226.72,Bad,7/25/2015,
84.23.66.74,Bad,7/25/2015,
84.242.167.49,Bad,7/25/2015,
84.51.21.108,Bad,7/25/2015,
84.51.21.163,Bad,7/25/2015,
85.10.140.251,Bad,7/25/2015,
85.13.135.179,Bad,7/25/2015,
85.13.136.149,Bad,7/25/2015,
85.13.138.226,Bad,7/25/2015,
85.13.236.154,Bad,7/25/2015,
85.143.166.170,Bad,7/25/2015,
85.143.166.181,Bad,7/25/2015,
85.143.166.247,Bad,7/25/2015,
85.159.233.47,Bad,7/25/2015,
85.17.134.4,Bad,7/25/2015,
85.190.0.100,Bad,7/25/2015,
85.192.33.180,Bad,7/25/2015,
85.192.36.173,Bad,7/25/2015,
85.21.235.231,Bad,7/25/2015,
85.214.133.237,Bad,7/25/2015,
85.214.141.106,Bad,7/25/2015,
86.109.114.31,Bad,7/25/2015,
86.35.15.212,Bad,7/25/2015,
86.35.15.213,Bad,7/25/2015,
86.35.15.214,Bad,7/25/2015,
87.118.88.140,Bad,7/25/2015,
87.236.199.153,Bad,7/25/2015,
87.242.126.153,Bad,7/25/2015,
87.250.250.83,Bad,7/25/2015,
87.252.1.21,Bad,7/25/2015,
87.252.216.126,Bad,7/25/2015,
88.190.22.72,Bad,7/25/2015,
88.191.20.248,Bad,7/25/2015,
88.208.33.138,Bad,7/25/2015,
88.214.193.196,Bad,7/25/2015,
88.214.198.10,Bad,7/25/2015,
88.214.242.12,Bad,7/25/2015,
88.80.10.1,Bad,7/25/2015,
88.80.7.152,Bad,7/25/2015,
88.86.104.62,Bad,7/25/2015,
88.86.113.4,Bad,7/25/2015,
89.108.66.188,Bad,7/25/2015,
89.108.67.238,Bad,7/25/2015,
89.111.176.125,Bad,7/25/2015,
89.111.176.89,Bad,7/25/2015,
89.111.177.27,Bad,7/25/2015,
89.145.77.24,Bad,7/25/2015,
89.145.93.63,Bad,7/25/2015,
89.18.136.244,Bad,7/25/2015,
89.185.228.12,Bad,7/25/2015,
89.185.228.15,Bad,7/25/2015,
89.187.50.195,Bad,7/25/2015,
89.190.194.188,Bad,7/25/2015,
89.209.91.49,Bad,7/25/2015,
89.234.64.135,Bad,7/25/2015,
89.234.64.136,Bad,7/25/2015,
89.248.111.226,Bad,7/25/2015,
89.248.169.40,Bad,7/25/2015,
89.248.172.196,Bad,7/25/2015,
89.248.176.24,Bad,7/25/2015,
89.253.231.93,Bad,7/25/2015,
89.28.13.212,Bad,7/25/2015,
89.31.145.154,Bad,7/25/2015,
89.34.23.162,Bad,7/25/2015,
89.42.216.102,Bad,7/25/2015,
89.42.216.129,Bad,7/25/2015,
89.42.216.47,Bad,7/25/2015,
89.42.216.56,Bad,7/25/2015,
89.45.173.134,Bad,7/25/2015,
90.156.159.52,Bad,7/25/2015,
90.156.201.22,Bad,7/25/2015,
91.121.107.21,Bad,7/25/2015,
91.121.34.58,Bad,7/25/2015,
91.121.57.231,Bad,7/25/2015,
91.149.157.133,Bad,7/25/2015,
91.185.202.90,Bad,7/25/2015,
91.188.59.10,Bad,7/25/2015,
91.188.59.150,Bad,7/25/2015,
91.188.59.93,Bad,7/25/2015,
91.188.59.95,Bad,7/25/2015,
91.188.60.5,Bad,7/25/2015,
91.189.80.71,Bad,7/25/2015,
91.189.81.71,Bad,7/25/2015,
91.191.170.26,Bad,7/25/2015,
91.193.110.45,Bad,7/25/2015,
91.194.40.118,Bad,7/25/2015,
91.195.110.99,Bad,7/25/2015,
91.195.254.71,Bad,7/25/2015,
91.195.254.74,Bad,7/25/2015,
91.195.254.86,Bad,7/25/2015,
91.196.124.59,Bad,7/25/2015,
91.196.216.64,Bad,7/25/2015,
91.197.128.216,Bad,7/25/2015,
91.200.240.46,Bad,7/25/2015,
91.200.240.7,Bad,7/25/2015,
91.201.215.173,Bad,7/25/2015,
91.202.244.122,Bad,7/25/2015,
91.202.244.89,Bad,7/25/2015,
91.204.73.135,Bad,7/25/2015,
91.206.201.9,Bad,7/25/2015,
91.207.182.55,Bad,7/25/2015,
91.207.182.56,Bad,7/25/2015,
91.207.6.114,Bad,7/25/2015,
91.207.6.134,Bad,7/25/2015,
91.209.163.184,Bad,7/25/2015,
91.211.117.146,Bad,7/25/2015,
91.211.117.25,Bad,7/25/2015,
91.211.119.167,Bad,7/25/2015,
91.211.119.32,Bad,7/25/2015,
91.211.119.56,Bad,7/25/2015,
91.212.226.33,Bad,7/25/2015,
91.213.174.10,Bad,7/25/2015,
91.213.174.44,Bad,7/25/2015,
91.213.174.46,Bad,7/25/2015,
91.213.217.91,Bad,7/25/2015,
91.217.162.141,Bad,7/25/2015,
91.217.162.158,Bad,7/25/2015,
91.217.162.176,Bad,7/25/2015,
91.217.162.199,Bad,7/25/2015,
91.217.162.228,Bad,7/25/2015,
91.217.162.239,Bad,7/25/2015,
91.217.249.136,Bad,7/25/2015,
91.217.249.160,Bad,7/25/2015,
91.218.121.86,Bad,7/25/2015,
91.218.230.111,Bad,7/25/2015,
91.218.231.111,Bad,7/25/2015,
91.220.62.84,Bad,7/25/2015,
91.223.223.244,Bad,7/25/2015,
91.223.82.58,Bad,7/25/2015,
91.224.135.20,Bad,7/25/2015,
91.234.33.187,Bad,7/25/2015,
91.82.226.160,Bad,7/25/2015,
92.60.177.235,Bad,7/25/2015,
92.60.177.236,Bad,7/25/2015,
92.60.177.244,Bad,7/25/2015,
92.60.177.246,Bad,7/25/2015,
92.63.104.150,Bad,7/25/2015,
92.63.104.224,Bad,7/25/2015,
92.63.104.89,Bad,7/25/2015,
92.63.105.23,Bad,7/25/2015,
92.63.106.133,Bad,7/25/2015,
92.63.106.52,Bad,7/25/2015,
92.63.106.53,Bad,7/25/2015,
92.63.106.55,Bad,7/25/2015,
92.63.106.76,Bad,7/25/2015,
93.125.99.10,Bad,7/25/2015,
93.157.100.56,Bad,7/25/2015,
93.158.135.4,Bad,7/25/2015,
93.158.93.134,Bad,7/25/2015,
93.158.95.134,Bad,7/25/2015,
93.170.107.151,Bad,7/25/2015,
93.170.109.156,Bad,7/25/2015,
93.170.128.253,Bad,7/25/2015,
93.174.138.48,Bad,7/25/2015,
93.185.104.19,Bad,7/25/2015,
93.185.104.24,Bad,7/25/2015,
93.185.104.27,Bad,7/25/2015,
93.185.104.28,Bad,7/25/2015,
93.185.104.29,Bad,7/25/2015,
93.185.104.30,Bad,7/25/2015,
93.186.195.74,Bad,7/25/2015,
93.189.40.173,Bad,7/25/2015,
93.190.43.44,Bad,7/25/2015,
93.95.103.169,Bad,7/25/2015,
94.100.25.139,Bad,7/25/2015,
94.102.14.239,Bad,7/25/2015,
94.199.53.203,Bad,7/25/2015,
94.229.74.226,Bad,7/25/2015,
94.23.38.214,Bad,7/25/2015,
94.250.250.144,Bad,7/25/2015,
94.250.251.61,Bad,7/25/2015,
94.60.32.118,Bad,7/25/2015,
94.73.129.210,Bad,7/25/2015,
94.76.235.199,Bad,7/25/2015,
95.143.193.60,Bad,7/25/2015,
95.163.104.80,Bad,7/25/2015,
95.169.186.126,Bad,7/25/2015,
95.170.72.226,Bad,7/25/2015,
95.173.189.26,Bad,7/25/2015,
95.211.10.198,Bad,7/25/2015,
95.211.20.44,Bad,7/25/2015,
95.64.8.76,Bad,7/25/2015,
96.0.24.28,Bad,7/25/2015,
96.127.176.138,Bad,7/25/2015,
96.30.28.181,Bad,7/25/2015,
96.47.69.60,Bad,7/25/2015,
98.124.198.1,Bad,7/25/2015,
98.124.199.1,Bad,7/25/2015,
98.130.241.1,Bad,7/25/2015,
98.130.32.2,Bad,7/25/2015,
98.131.132.1,Bad,7/25/2015,
98.158.178.231,Bad,7/25/2015,
